selamat malam	Good night
Let’s eat at a nice restaurant because it’s your grandparents anniversary.	Mari kita makan di restoran yang bagus kerana hari ini ulang tahun perkahwinan datuk dan nenek kamu.
Apa yang hendak kamu makan untuk makan malam pada hari Rabu?	What do you want to eat for dinner on Wednesday?
What do you want to eat for dinner on Wednesday?	Apa yang hendak kamu makan untuk makan malam pada hari Rabu?
Hari ini ulang tahun perkahwinan ibubapa saya.	It’s my parents anniversary.
It’s my parents anniversary.	Hari ini ulang tahun perkahwinan ibubapa saya.
Tetapi kita tidak dapat membayar kerana ia terlalu mahal.	But we can’t pay because it will be too expensive.
But we can’t pay because it will be too expensive.	Tetapi kita tidak dapat membayar kerana ia terlalu mahal.
Apa yang hendak kamu makan untuk makan tengahari pada hari Selasa?	What do you want to eat for lunch on Tuesday?
What do you want to eat for lunch on Tuesday?	Apa yang hendak kamu makan untuk makan tengahari pada hari Selasa?
Jangan risau kerana saya akan membayar setengah bil itu.	Don’t worry, because I’ll pay for half of the bill.
Don’t worry, because I’ll pay for half of the bill.	Jangan risau kerana saya akan membayar setengah bil itu.
Saya akan membayar untuk kesemuanya.	I’ll pay for everything.
I’ll pay for everything.	Saya akan membayar untuk kesemuanya.
Sila ke mari.	Please come here.
Please come here.	Sila ke mari.
Apakah yang kamu ingin saya buat?	What do you want me to do?
What do you want me to do?	Apakah yang kamu ingin saya buat?
Sila hantar kerja rumah anda.	Please turn in your homework.
Please turn in your homework.	Sila hantar kerja rumah anda.
Apakah yang kamu ingin saya bawa?	What do you want me to bring?
What do you want me to bring?	Apakah yang kamu ingin saya bawa?
Saya tidak memerlukan apa-apa sekarang, terima-kasih.	I don’t need anything now, thank you.
I don’t need anything now, thank you.	Saya tidak memerlukan apa-apa sekarang, terima-kasih.
Sila bawa kerja rumah anda.	Please bring your homework.
Please bring your homework.	Sila bawa kerja rumah anda.
Boleh saya bantu?	Can I help you?
Can I help you?	Boleh saya bantu?
Sila pergi.	Please go away.
Please go away.	Sila pergi.
Saya tidak memerlukan bantuan sekarang, terima-kasih.	I don’t need help now, thank you.
I don’t need help now, thank you.	Saya tidak memerlukan bantuan sekarang, terima-kasih.
gigi	Teeth
Teeth	gigi
kepala	Head
Head	kepala
botak	bald
bald	botak
telinga	Ear
Ear	telinga
mulut	Mouth
Mouth	mulut
mata	Eye
Eye	mata
paru-paru	Lungs
Lungs	paru-paru
hidung	Nose
Nose	hidung
siku	Elbow
Elbow	siku
menjijikkan	Disgusting
Disgusting	menjijikkan
luka	Wound
Wound	luka
lutut	Knee
Knee	lutut
terhiris	Cut
Cut	terhiris
pinggul	Hip
Hip	pinggul
rahang	jaw
jaw	rahang
alat kelamin	Genitals
Genitals	alat kelamin
muka	Face
Face	muka
lengan	Arm
Arm	lengan
kaki	Foot
Foot	kaki
lidah	Tongue
Tongue	lidah
kuku	Fingernail
Fingernail	kuku
payudara	Breast
Breast	payudara
dada	Chest
Chest	dada
jari kaki	Toe
Toe	jari kaki
Hidung saya patah.	I broke my nose.
I broke my nose.	Hidung saya patah.
Sila tunjukkan jari kaki anda kepada saya.	Please show me your feet.
Please show me your feet.	Sila tunjukkan jari kaki anda kepada saya.
Sila tutup mata anda.	Please close your eyes.
Please close your eyes.	Sila tutup mata anda.
Sila tunjukkan luka anda kepada saya.	Please show me your wound.
Please show me your wound.	Sila tunjukkan luka anda kepada saya.
Apakah masalahnya dengan siku anda?	What is wrong with your elbow?
What is wrong with your elbow?	Apakah masalahnya dengan siku anda?
Apakah masalahnya dengan jari kaki anda?	What is wrong with your toe?
What is wrong with your toe?	Apakah masalahnya dengan jari kaki anda?
Rahang saya patah.	I broke my jaw.
I broke my jaw.	Rahang saya patah.
Sila buka mulut anda.	Please open your mouth.
Please open your mouth.	Sila buka mulut anda.
Sila tutup mulut anda.	Please close your mouth.
Please close your mouth.	Sila tutup mulut anda.
Sila buka mata anda.	Please open your eyes.
Please open your eyes.	Sila buka mata anda.
Tangan saya kotor.	My hands are dirty.
My hands are dirty.	Tangan saya kotor.
Dada saya bermasalah.	I have a problem with my chest.
I have a problem with my chest.	Dada saya bermasalah.
Lidah saya terluka.	I have a cut on my tongue.
I have a cut on my tongue.	Lidah saya terluka.
Gigi kamu putih.	Your teeth are white.
Your teeth are white.	Gigi kamu putih.
Tangan saya bersih.	My hands are clean.
My hands are clean.	Tangan saya bersih.
Telinga kamu merah.	Your ears are red.
Your ears are red.	Telinga kamu merah.
Gigi saya bermasalah.	I have a problem with my tooth.
I have a problem with my tooth.	Gigi saya bermasalah.
Luka di atas lutut kamu menjijikkan.	The wound on your knee is disgusting.
The wound on your knee is disgusting.	Luka di atas lutut kamu menjijikkan.
Kamu ada kesan luka di atas kepala kamu.	You have a cut on your head.
You have a cut on your head.	Kamu ada kesan luka di atas kepala kamu.
Apa masalahnya dengan kamu?	What is wrong with you?
What is wrong with you?	Apa masalahnya dengan kamu?
Lengan dia terluka.	He cut his arm.
He cut his arm.	Lengan dia terluka.
Apa masalahnya dengan Ken?	What is wrong with Ken?
What is wrong with Ken?	Apa masalahnya dengan Ken?
Lengan dia patah.	He broke his arm.
He broke his arm.	Lengan dia patah.
Tahukah kamu?	Did you know?
Did you know?	Tahukah kamu?
darah	Blood
Blood	darah
kuping	Scab
Scab	kuping
bahu	Shoulder
Shoulder	bahu
cantik	Beautiful
Beautiful	cantik
otot	Muscle
Muscle	otot
rambut	Hair
Hair	rambut
leher	Neck
Neck	leher
melukai	To hurt
To hurt	melukai
belakang	Back
Back	belakang
tidak hadir	To miss
To miss	tidak hadir
kotoran	Dirt
Dirt	kotoran
pergelangan tangan	Wrists
Wrists	pergelangan tangan
kaki	Leg (Also foot)
Leg (Also foot)	kaki
tangan	Hand
Hand	tangan
jari	Finger
Finger	jari
buntut	Butt
Butt	buntut
urutan	Massage
Massage	urutan
gatal	Itchy
Itchy	gatal
kulit	Skin
Skin	kulit
kesan parut	Scar
Scar	kesan parut
mengurut	To massage
To massage	mengurut
peha	Thigh
Thigh	peha
tulang	Bone
Bone	tulang
menggaru	To itch
To itch	menggaru
Rambut kamu cantik.	Your hair is beautiful.
Your hair is beautiful.	Rambut kamu cantik.
Kamu mempunyai tangan yang baik.	You have good hands.
You have good hands.	Kamu mempunyai tangan yang baik.
Kamu mempunyai tangan yang besar.	You have big hands.
You have big hands.	Kamu mempunyai tangan yang besar.
Kamu ada darah di belakangmu.	You have blood on your back.
You have blood on your back.	Kamu ada darah di belakangmu.
Leher kamu cantik.	Your neck is beautiful.
Your neck is beautiful.	Leher kamu cantik.
Kamu mempunyai otot yang baik.	You have good muscles.
You have good muscles.	Kamu mempunyai otot yang baik.
Kamu mempunyai otot yang besar.	You have big muscles.
You have big muscles.	Kamu mempunyai otot yang besar.
Kamu ada kotoran di lehermu.	You have dirt on your neck.
You have dirt on your neck.	Kamu ada kotoran di lehermu.
Otot buntut saya sakit.	My butt muscles hurt.
My butt muscles hurt.	Otot buntut saya sakit.
Otot bahu saya sakit.	My shoulder muscles hurt.
My shoulder muscles hurt.	Otot bahu saya sakit.
Leher saya gatal.	My neck is itchy.
My neck is itchy.	Leher saya gatal.
Kuping saya gatal.	My scab is itchy.
My scab is itchy.	Kuping saya gatal.
Saya telah melakukan senaman kaki hari ini.	I did leg exercises today.
I did leg exercises today.	Saya telah melakukan senaman kaki hari ini.
Saya telah melakukan senaman untuk belakang saya hari ini.	I did back exercises today.
I did back exercises today.	Saya telah melakukan senaman untuk belakang saya hari ini.
Erica tidak hadir untuk kerja kerana lengan dia patah.	Erica missed work because she broke her arm.
Erica missed work because she broke her arm.	Erica tidak hadir untuk kerja kerana lengan dia patah.
Mengapa Erica tidak hadir ke kelas semalam?	Why did Erica miss class yesterday?
Why did Erica miss class yesterday?	Mengapa Erica tidak hadir ke kelas semalam?
Jari saya terluka dipotong pisau.	I hurt my finger with a knife.
I hurt my finger with a knife.	Jari saya terluka dipotong pisau.
Saya terluka jariku dengan sebilah pisau.	I cut my finger with a knife.
I cut my finger with a knife.	Saya terluka jariku dengan sebilah pisau.
Bagaimanakah jari kamu terluka?	How did you hurt your finger?
How did you hurt your finger?	Bagaimanakah jari kamu terluka?
Erica tidak hadir untuk kerja kerana jari dia patah.	Erica missed work because she broke her finger.
Erica missed work because she broke her finger.	Erica tidak hadir untuk kerja kerana jari dia patah.
Kuping di atas peha kamu itu menjijikkan.	The scab on your thigh is disgusting.
The scab on your thigh is disgusting.	Kuping di atas peha kamu itu menjijikkan.
Kamu mahu urutan lengan yang percuma?	Do you want a free arm massage?
Do you want a free arm massage?	Kamu mahu urutan lengan yang percuma?
Kamu mahu urutan leher yang percuma?	Do you want a free shoulder massage?
Do you want a free shoulder massage?	Kamu mahu urutan leher yang percuma?
Bolehkah kamu menggaru leher saya?	Could you please itch my neck?
Could you please itch my neck?	Bolehkah kamu menggaru leher saya?
Kuping di atas bahu kamu itu menjijikkan.	The scab on your shoulder is disgusting.
The scab on your shoulder is disgusting.	Kuping di atas bahu kamu itu menjijikkan.
Bolehkah kamu mengurut leher saya?	Could you please massage my neck?
Could you please massage my neck?	Bolehkah kamu mengurut leher saya?
tekanan	Stress
Stress	tekanan
sakit	Ache
Ache	sakit
jatuh	To fall
To fall	jatuh
demam	Fever
Fever	demam
bau	To smell
To smell	bau
sakit kerongkong	Sore throat
Sore throat	sakit kerongkong
Jika kamu hendak merokok lain kali, merokok di luar kerana ia berbau busuk.	If you are going to smoke, next time do it outside because it stinks.
If you are going to smoke, next time do it outside because it stinks.	Jika kamu hendak merokok lain kali, merokok di luar kerana ia berbau busuk.
Kerongkong saya sakit.	I had a sore throat.
I had a sore throat.	Kerongkong saya sakit.
Saya loya.	I had nausea.
I had nausea.	Saya loya.
Saya selsema.	I had a cold.
I had a cold.	Saya selsema.
Mengapakah kamu tidak datang ke parti saya semalam?	Why did you miss my birthday party yesterday?
Why did you miss my birthday party yesterday?	Mengapakah kamu tidak datang ke parti saya semalam?
Jika kulit kamu terselar, kamu mungkin ternyahhidrat.	If you have a sunburn you might be dehydrated.
If you have a sunburn you might be dehydrated.	Jika kulit kamu terselar, kamu mungkin ternyahhidrat.
Jika kamu pening, kamu mungkin ternyahhidrat.	If you have dizziness you might be dehydrated.
If you have dizziness you might be dehydrated.	Jika kamu pening, kamu mungkin ternyahhidrat.
Jari saya dicederakan pintu itu.	I bruised my finger in the door.
I bruised my finger in the door.	Jari saya dicederakan pintu itu.
Kamu ok?	Are you okay?
Are you okay?	Kamu ok?
Bolehkah saya tidak datang ke kerja esok?	Is it okay to miss work tomorrow?
Is it okay to miss work tomorrow?	Bolehkah saya tidak datang ke kerja esok?
Tangan saya dicederakan pintu itu.	I bruised my hand in the door.
I bruised my hand in the door.	Tangan saya dicederakan pintu itu.
Kepala saya kadang kala sakit.	My head sometimes hurts.
My head sometimes hurts.	Kepala saya kadang kala sakit.
Saya terjatuh dan jari saya patah.	I fell and broke my finger.
I fell and broke my finger.	Saya terjatuh dan jari saya patah.
Kamu akan mendapat kanser paru-paru jika kamu merokok.	If you smoke cigarettes you might get lung cancer.
If you smoke cigarettes you might get lung cancer.	Kamu akan mendapat kanser paru-paru jika kamu merokok.
Kepala saya jarang sakit.	My head rarely hurts.
My head rarely hurts.	Kepala saya jarang sakit.
Saya tersandung dan jatuh.	I stumbled and fell.
I stumbled and fell.	Saya tersandung dan jatuh.
saya terjatuh dan lengan saya patah.	I fell and broke my arm.
I fell and broke my arm.	saya terjatuh dan lengan saya patah.
Kamu mungkin akan mendapat kanser kerongkong.	You might get throat cancer.
You might get throat cancer.	Kamu mungkin akan mendapat kanser kerongkong.
Kepala saya selalu sakit.	My head often hurts.
My head often hurts.	Kepala saya selalu sakit.
Kepala saya sakit teruk.	I have severe pain in my head.
I have severe pain in my head.	Kepala saya sakit teruk.
Kepala saya sakit sedikit.	I have slight pain in my head.
I have slight pain in my head.	Kepala saya sakit sedikit.
Rokok kamu berbau busuk.	Your cigarettes smell bad.
Your cigarettes smell bad.	Rokok kamu berbau busuk.
Saya cirit-birit sedikit.	I have slight diarrhea.
I have slight diarrhea.	Saya cirit-birit sedikit.
Rokok kamu berbau harum.	Your cigarettes smell good.
Your cigarettes smell good.	Rokok kamu berbau harum.
Saya cirit-birit teruk.	I have severe diarrhea.
I have severe diarrhea.	Saya cirit-birit teruk.
Saya tidak ada cirit-birit.	I have no diarrhea.
I have no diarrhea.	Saya tidak ada cirit-birit.
meregangkan	To stretch
To stretch	meregangkan
ais	Ice
Ice	ais
merasa	To feel
To feel	merasa
pelindung matahari	Sunscreen
Sunscreen	pelindung matahari
probabiliti	Probability
Probability	probabiliti
tinggal di rumah	To stay home
To stay home	tinggal di rumah
